AirToxicsCancerRiskNATACancerRisk,AirToxicsCancerRiskNationalAverage,AirToxicsCancerRiskPercentile,AirToxicsCancerRiskPercentile_OLD,CancerPrevalence,CancerPrevalenceNationalAverage,CancerPrevalencePercentile,City,CountyFIPSCode,CountyFIPSCode_text,CountyorParish,ECHOLink1,EPAFRSID1,EstimatedPopulationwithin3miles,FacilityDescription,GHGRPID1,GHGRPLink,Latitude,LinktoEJSCREENReport,Location,Longitude,PercentLow-IncomeNationalAverage,PercentLow-IncomePercentile,PercentLow-Incomewithin3miles,PercentPeopleofColorNationalAverage,PercentPeopleofColorPercentile,PercentPeopleofColorwithin3miles,PercentPeopleover64YearsOldwithin3miles,Percentover64YearsOldNationalAverage,Percentover64YearsOldPercentile,Percentunder5YearsOldNationalAverage,Percentunder5YearsOldPercentile,Percentunder5YearsOldwithin3miles,PlasticsInventory,PrimaryNAICSCode,Published,ResearchNotes,State,StateFacilityIDNumbers,StreetAddress,ZIPCode,created_by,facility_name,id,id_qaqc,modified_by,xata,PrimarySICCode,ECHOLink2,EPAFRSID2,FacilityFootprint,EPAFRSID3,GHGRPID2,PlasticsInventory_ToAdd
,25.0,,,,6.4,,Mentone,48301.0,48301,Loving County,,,0.0,"The Tornado Gas Plant is a natural gas processing plant located in Loving County, Texas, designed to process raw natural gas extracted from the Permian Basin into pipeline grade natural gas for delivery to Gulf Coast markets. The raw natural gas will be received via a to-be-built pipeline, and the pipeline grade natural gas will be delivered via existing pipelines. The first gas plant, Tornado I, is operational and has a gas processing capacity of 200 million standard cubic feet per day. The second gas plant, Tornado II, is expected to be operational sometime in 2022 and will have a gas processing capacity of 200 million standard cubic feet per day - doubling the facility's processing capacity.",,,31.982053,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-103.704396,%22y%22:31.982053,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-103.704396 31.982053),-103.704396,30.0,,,40.0,,,,18.0,,5.0,,,,211130,True,https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=992343182018239,TX,RN110481942,CR 300 (approx. 18 mi N of CR 100),79754,Courtney Bernhardt,Markwest Tornado Gas Plant,4323,4323,Kira Burkhart,"{'createdAt': '2021-10-26T17:31:47.404Z', 'updatedAt': '2024-12-04T17:47:21.067506Z', 'version': 144}",1311,,,,,,
25.0,25.0,5.0,<50th,6.1,6.4,40.0,La Salle,8123.0,08123,Weld County,,,774.0,"The Bighorn Gas Plant is a new gas processing plant in Weld County, Colorado that would be capable of processing up to 930 million standard cubic feet per day of natural gas.",,,40.2599,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-104.622781,%22y%22:40.2599,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-104.622781 40.2599),-104.622781,30.0,44.0,23.0,40.0,47.0,29.0,15.0,18.0,44.0,5.0,68.0,7.0,,,True,"Previously Shelton Gas Plant

According to 2018 SEC annual filing: ""We have secured land and filed permits for our Bighorn natural gas processing program with a capacity of up to 1 Bcf/d, which is expected to be placed into service in phases with an initial in-service date in the second quarter of 2020. These plants will increase capacity to support the growing processing needs of producers in the DJ Basin.""  https://www.sec.gov/Archives/edgar/data/1338065/000133806519000006/dcp-20181231x10k.htm.

Market/industry reporting from 2021 indicates that plant is still in planning and would be operational in 2024. https://www.hydrocarbonengineering.com/gas-processing/12102021/globaldata-us-to-account-for-65-of-north-americas-gas-processing-additions-by-2025/

https://www.bizjournals.com/denver/news/2022/02/11/dcp-midstream-colorado-natural-gas-plant.html",CO,AIRS ID 123/9FBB,,80645,Courtney Bernhardt,Bighorn Natural Gas Processing Plant,4340,4340,Kira Burkhart,"{'createdAt': '2021-10-27T15:24:07.197Z', 'updatedAt': '2024-12-04T17:47:21.200706Z', 'version': 284}",1321,,,,,,
30.0,25.0,52.0,50-60th,5.4,6.4,27.0,Loving,35015.0,35015,Eddy County,https://echo.epa.gov/detailed-facility-report?fid=110000729196,110000729196.0,1746.0,"The Black River Gas Processing Complex in Eddy County, New Mexico is located near the Delaware shale basin, one of three formations that make up the prolific Permian Basin. This facility has been expanding incrementally since it was first constructed in 2015, adding 200 million cubic feet per day of gas processing capacity in 2018 and <a href=""http://www.sanmateomidstream.com/news-releases/news-release-details/san-mateo-midstream-announces-completion-and-start-black-river"">again in 2020</a>. The Black River Gas Processing Complex is owned by DLK Black River Midstream, a subsidiary of San Mateo Midstream, and will supply fracked gas to the newly-constructed Double E Pipeline.",1004551.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1004551&ds=E&et=&popup=true,32.266789,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-104.132148,%22y%22:32.266789,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-104.132148 32.266789),-104.132148,30.0,76.0,45.0,40.0,81.0,78.0,20.0,18.0,63.0,5.0,79.0,8.0,,211112,True,"CM 12/19/23 deleted: On July 28, 2023, Matador Resources [announced](https://www.ogj.com/refining-processing/gas-processing/article/14297059/matador-weighs-options-for-expanding-delaware-basin-gas-processing-capacity?utm_source=OGJ+Daily&utm_medium=email&utm_campaign=CPS230731180&o_eid=0904G7221756I1E&rdx.ident[pull]=omeda|0904G7221756I1E&oly_enc_id=0904G7221756I1E) plans to expand gas processing capacity in southeastern New Mexico. The company may build a new gas plant in Lea County or expand the existing Black River Gas Processing Complex in Eddy County by 200 million standard cubic feet per day.

https://air.net.env.nm.gov/rsmt/facility-report.html?ai=36133

Synthetic minor (I think for HAPs) (AS 12/16/2021)

Subsidiary of San Mateo Midstream: http://www.sanmateomidstream.com/news-releases/news-release-details/san-mateo-midstream-llc-announces-execution-natural-gas",NM,36133,978 Bounds Rd,88256,Courtney Bernhardt,Black River Gas Processing Complex,4342,4342,CM,"{'createdAt': '2021-10-27T15:42:49.692Z', 'updatedAt': '2024-12-04T17:47:21.331806Z', 'version': 285}",1321,,,,,,
20.0,25.0,5.0,<50th,5.7,6.4,34.0,Ingleside,48409.0,48409,San Patricio County,https://echo.epa.gov/detailed-facility-report?fid=110071157849,110071157849.0,3111.0,"The Enbridge Ingleside Energy Center, formerly known as the Moda Terminal, is a light crude export terminal located in the city of Ingleside in San Patricio County, Texas. It was built in 2016 and as of early 2024 could store 18 million barrels of oil per day and an export up to 1.6 million barrels per day.

<img src=""https://cdn.prod.website-files.com/62963b843bd3a03f930371e2/673e3bf60f98d1cef0de987a_Enbridge%20Ingleside%20Energy%20Center%20%C2%A9Garth%20Lenz%20Corpus%20Christi%20Sept%2016-0336.jpg"" alt=""Enbridge Ingleside Energy Center"" width=""600"" height=""400"" style=""float: left; margin-top: 35px; margin-right: 20px;"">",,,27.824402,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-97.206504,%22y%22:27.824402,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-97.206504 27.824402),-97.206504,30.0,56.0,31.0,40.0,67.0,52.0,13.0,18.0,38.0,5.0,36.0,3.0,,424710,True,"PMF 11/20/24: Added photo.

CM 12/19/23 deleted: On February 28, 2023, the Texas Commission on Environmental Quality issued a draft water rights permit for the Enbridge Ingleside Energy Center that would allow the facility to divert up to 500 acre-feet, or 163 million gallons, of water from Corpus Christi Bay each year for industrial use. **Public comments or requests for a hearing on the permit can be submitted [here](https://www14.tceq.texas.gov/epic/eComment/) (permit number WRPERM 13775).**

Ingleside Energy Center until 11/15/2021; Oxy Ingleside Energy Center (until 10/31/2018); Permits initially issued to Oxy Midstream Operating Company, LLC

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=priornames.priorNameList&denormalized_id=102306902002007&name_typ=REG_ENT

https://www15.tceq.texas.gov/crpub/index.cfm?CurrentPage2=1&fuseaction=regent.showSingleRN&id_sort=pg.pgm_name&re_id=102306902002007&pgm_ints_id=

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=iwr.pgmdetail&addn_id=282579892014213&re_id=102306902002007&program_code=AIRNSR&lgcy_sys_cd=NSR&program=AIR%20NEW%20SOURCE%20PERMITS&IdType=PERMIT",TX,RN101225746,1450 Lexington Blvd,78362,Alexandra Shaykevich,Enbridge Ingleside Energy Center,4347,4347,"CB, PMF","{'createdAt': '2021-10-27T16:57:31.111Z', 'updatedAt': '2024-12-04T17:47:21.490742Z', 'version': 306}",4226,,,,,,
,25.0,,,,6.4,,Angeles,48109.0,48109,Culberson County,,,0.0,"The Tiger Gas Plant is a relatively new natural gas processing plant located in the Permian Basin, near Angeles, Texas, in Culberson County, just south of the New Mexico state line. The plant is operated by Delaware Processing LLC, a subsidiary of EnLink Midstream. With the completion of the Tiger II Gas Plant in May 2024, the facility can process up to 390 million cubic feet of natural gas per day.",,,31.9925,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-104.05687,%22y%22:31.9925,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-104.05687 31.9925),-104.05687,30.0,,,40.0,,,,18.0,,5.0,,,,211130,True,"CM 12/19/23 deleted: On Feb. 14, 2023, EnLink Midstream announced plans to expand the Tiger Gas Plant. The expansion, called Tiger II, would be built as part of the existing Tiger Gas plant instead of in North Texas, as previously planned. The expansion would increase the facility’s processing capacity to 390 million cubic feet of natural gas per day.

https://www15.tceq.texas.gov/crpub/index.cfm?fuseaction=regent.showSingleRN&re_id=160542082019189

AS 2/21/23 - capacity updated from 200 to 240 for Tiger 1, see:
https://investors.enlink.com/sec-filings/all-sec-filings/content/0001592000-23-000003/0001592000-23-000003.pdf
https://www.ogj.com/refining-processing/gas-processing/article/14289861/enlink-midstream-adding-gas-plant-in-delaware-basin?utm_source=OGJ+Daily&utm_medium=email&utm_campaign=CPS230216051&o_eid=9171F0866212A7N&rdx.ident[pull]=omeda|9171F0866212A7N&oly_enc_id=9171F0866212A7N",TX,RN110808417,,79770,Courtney Bernhardt,Tiger Gas Plant,4348,4348,Keene Kelderman,"{'createdAt': '2021-10-27T19:10:24.964Z', 'updatedAt': '2024-12-04T17:47:21.646542Z', 'version': 146}",1321,,,,,,
20.0,25.0,5.0,<50th,6.0,6.4,38.0,Artesia,35015.0,35015,Eddy County,,,13783.0,"The Artesia Renewable Diesel Unit is a renewable diesel unit (RDU) located at the Artesia Refinery in Eddy County, New Mexico. Once constructed, the new RDU will be able to convert 9,000 barrels per day of soybean oil and other renewable feedstocks supplied by the co-located Artesia Pretreatment Unit (PTU) into diesel fuel through a process called catalytic hydrotreating.",,,32.846556,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-104.391306,%22y%22:32.846556,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-104.391306 32.846556),-104.391306,30.0,58.0,32.0,40.0,72.0,60.0,11.0,18.0,27.0,5.0,77.0,8.0,,325199,True,"Artesia Renewable Diesel Company LLC (“ARDC”), a wholly owned subsidiary of HollyFrontier Renewables Holding Company LLC, which itself is a subsidiary of the HollyFrontier Corporation (“HFC”).

https://air.net.env.nm.gov/rsmt/facility-report.html?ai=39991",NM,39991,501 E. Main St.,88210,Alexandra Shaykevich,Artesia Renewable Diesel Unit,4357,4357,Kira Burkhart,"{'createdAt': '2021-10-28T02:26:17.161Z', 'updatedAt': '2024-12-04T17:47:21.806865Z', 'version': 284}",2869,,,,,,
20.0,25.0,5.0,<50th,6.0,6.4,38.0,Artesia,35015.0,35015,Eddy County,,,13805.0,"The Artesia Pretreatment Unit (PTU) is a proposed pretreatment unit at the Artesia Refinery in Gallup County, New Mexico. If constructed, it would process soybean oil and other renewable feedstocks (like corn oil and tallow) to supply the co-located Artesia Renewable Diesel Unit at the Navajo Artesia Refinery. The PTU may also be used to supply another renewable diesel unit that HollyFrontier is constructing at the Cheyenne Refinery in Wyoming.",,,32.841667,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-104.390917,%22y%22:32.841667,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-104.390917 32.841667),-104.390917,30.0,58.0,31.0,40.0,72.0,60.0,11.0,18.0,27.0,5.0,77.0,8.0,,325199,True,,NM,39767,501 E Main Street,88210,Alexandra Shaykevich,Artesia Pretreatment Unit,4364,4364,Kira Burkhart,"{'createdAt': '2021-10-28T14:11:31.929Z', 'updatedAt': '2024-12-04T17:47:21.96206Z', 'version': 284}",2869,,,,,,
10.0,25.0,1.0,<50th,6.7,6.4,55.0,Cheyenne,56021.0,56021,Laramie County,https://echo.epa.gov/detailed-facility-report?fid=110070945685,110070945685.0,4538.0,"The Cheyenne Renewable Diesel Plant is a renewable diesel refinery located in Laramie County, Wyoming. The facility is located at the former site of the HollyFrontier Cheyenne Oil Refinery, which was permanently shut down on June 29, 2021, and was converted to produce renewable diesel fuel.",1007922.0,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2021?id=1007922&ds=E&et=&popup=true,41.127786,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-104.687008,%22y%22:41.127786,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-104.687008 41.127786),-104.687008,30.0,29.0,16.0,40.0,54.0,36.0,9.0,18.0,23.0,5.0,81.0,9.0,,325199,True,"HollyFrontier Cheyenne Refinery (HFCR) (F000356) will be shutting down its petroleum refinery. CRDC will be using the former location to produce renewable diesel. CRDC will be using several existing process units to produce its renewable diesel. The process units that will not be reused by CRDC will be permanently shut down, and all existing permits for the HFCR will be rescinded.

CRDC will be operating the Renewable Diesel Project at the former location of the HFCR (F000356) in Cheyenne, Wyoming. The Cheyenne Renewable Diesel Company facility will use two (2) existing process units to produce renewable diesel fuel from fats, vegetable oils, and/or waste cooking oils (primarily soybean oil).",WY,F030136,2700 E 5th St,82007,Alexandra Shaykevich,Cheyenne Renewable Diesel Plant,4369,4369,Kira Burkhart,"{'createdAt': '2021-10-28T21:27:48.411Z', 'updatedAt': '2024-12-04T17:47:22.126132Z', 'version': 283}",2869,,,,,,
20.0,25.0,5.0,<50th,7.6,6.4,76.0,Slaughters,21233.0,21233,Webster County,,,1154.0,"The Slaughters Compressor Station is a compressor station located in Webster County, Kentucky. This facility is part of the proposed Henderson County Expansion Project.",,,37.5075,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-87.499444,%22y%22:37.5075,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-87.499444 37.5075),-87.499444,30.0,67.0,37.0,40.0,8.0,3.0,26.0,18.0,80.0,5.0,77.0,8.0,,486210,True,"LM 11/1/2021: address taken from pg. 26 of air permit application

Air permit pending: application for title V minor revision associated with henderson county expansion project submitted on 06/25/2021 (part of FERC application)",KY,44327,3652 State Route 1405,42456,Louisa Markow,Slaughters Compressor Station,4386,4386,Kira Burkhart,"{'createdAt': '2021-11-01T17:34:53.148Z', 'updatedAt': '2024-12-04T17:47:22.292906Z', 'version': 283}",4922,,,,,,
30.0,25.0,52.0,50-60th,6.9,6.4,60.0,Waldrop,51109.0,51109,Louisa County,,,1906.0,"The Boswells Tavern Compressor Station is an existing compressor station located in Louisa County, Virginia. This compressor station is part of the proposed Virginia Electrification Project.",,,38.081826,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-78.201804,%22y%22:38.081826,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-78.201804 38.081826),-78.201804,30.0,35.0,19.0,40.0,44.0,26.0,13.0,18.0,37.0,5.0,74.0,8.0,,486210,True,"LM 11/8/2021: FERC application states that minor NSR air permit applications were submitted to virginia deq in august 2021, but no record of air permit app submittal in virginia deq database. Unable to find facility ID/address

lat/long taken from map location on pg. 29 of RR1",VA,1780-0037,,,Louisa Markow,Boswells Tavern Compressor Station,4397,4397,Kira Burkhart,"{'createdAt': '2021-11-03T18:27:35.239Z', 'updatedAt': '2024-12-04T17:47:22.447183Z', 'version': 283}",4922,,,,,,
30.0,25.0,52.0,50-60th,8.7,6.4,91.0,Manakin-Sabot,51075.0,51075,Goochland County,,,4619.0,"The Goochland Compressor Station is an existing compressor station located in Goochland County, Virginia. This facility is part of the Virginia Electrification Project.",,,37.65906,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-77.703221,%22y%22:37.65906,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-77.703221 37.65906),-77.703221,30.0,15.0,9.0,40.0,39.0,22.0,30.0,18.0,87.0,5.0,20.0,2.0,,486210,True,,VA,51002,1436 Hermitage Road,23103,Louisa Markow,Goochland Compressor Station,4398,4398,Kira Burkhart,"{'createdAt': '2021-11-03T18:28:21.342Z', 'updatedAt': '2024-12-04T17:47:22.594488Z', 'version': 283}",4922,,,,,,
36.0,25.0,52.0,50-60th,4.8,6.4,19.0,,51149.0,51149,Prince George County,,,20253.0,"The Petersburg Compressor Station is a compressor station located in Prince George County, Virginia. This facility is part of the Virginia Electrification Project and Virginia Reliability Project (VRP).",,,37.207392,"https://ejscreen.epa.gov/mapper/mobile/EJSCREEN_mobile.aspx?geometry={%22x%22:-77.3356,%22y%22:37.207392,%22spatialReference%22:{%22wkid%22:4326}}&unit=9035&areatype=&areaid=&basemap=hybrid&distance=3",POINT(-77.3356 37.207392),-77.3356,30.0,61.0,33.0,40.0,80.0,74.0,12.0,18.0,33.0,5.0,75.0,8.0,,486210,True,"LM 11/8/2021: FERC application states that minor NSR air permit applications were submitted to virginia deq in august 2021, but no record of air permit app submittal in virginia deq database. Unable to find facility ID/address",VA,51009,1596 Baxter Rd,23875,Louisa Markow,Petersburg Compressor Station,4399,4399,Alexandra Shaykevich,"{'createdAt': '2021-11-03T18:29:01.686Z', 'updatedAt': '2024-12-04T15:45:03.176075Z', 'version': 167}",4922,,,,,,
